Institute Name,Academic Program,Quota,Seat Type,Gender,Opening Rank,Closing Rank
"School of Studies of
Engineering and
Technology, Guru
Ghasidas
Vishwavidyalaya,
Bilaspur","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,62854,96985
"J.K. Institute of
Applied Physics &
Technology,
Department of
Electronics &
Communication,
University of
Allahabad- Allahabad","Computer Science and
Engineering with Major
in Artificial Intelligence
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,24207,43997
"J.K. Institute of
Applied Physics &
Technology,
Department of
Electronics &
Communication,
University of
Allahabad- Allahabad","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,46854,56755
"National Institute of
Electronics and
Information
Technology,
Aurangabad
(Maharashtra)","Electronic Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,35716,54579
"National Institute of
Advanced
Manufacturing
Technology, Ranchi","Computer Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,42537,50906
"National Institute of
Advanced
Manufacturing
Technology, Ranchi","Computer Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",46291,51025
"National Institute of
Advanced
Manufacturing
Technology, Ranchi","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,52106,63321
"National Institute of
Advanced
Manufacturing
Technology, Ranchi","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",64662,73509
"National Institute of
Advanced
Manufacturing
Technology, Ranchi","Metallurgy and
Materials Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,53712,76992
"Sant Longowal
Institute of
Engineering and
Technology","Mathematics (5 Years,
Integrated Master of
Science)",AI,OPEN,Gender-Neutral,63813,90733
"Sant Longowal
Institute of
Engineering and
Technology","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,64651,94248
"Sant Longowal
Institute of
Engineering and
Technology","Physics (5 Years,
Integrated Master of
Science)",AI,OPEN,Gender-Neutral,69891,85605
"Mizoram University,
Aizawl","Architecture (5 Years,
Bachelor of
Architecture)",AI,OPEN,Gender-Neutral,1696,1863
"Mizoram University,
Aizawl","Civil Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,85431,97624
"Mizoram University,
Aizawl","Computer Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,41249,68816
"Mizoram University,
Aizawl","Electrical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,70045,84299
"Mizoram University,
Aizawl","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,67991,79337
"Mizoram University,
Aizawl","Information Technology
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,60076,71045
"School of
Engineering, Tezpur
University, Napaam,
Tezpur","Bachelor of Design (4
Years, Bachelor of
Design)",AI,OPEN,Gender-Neutral,88329,90552
"School of
Engineering, Tezpur
University, Napaam,
Tezpur","Civil Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,60430,96305
"School of
Engineering, Tezpur
University, Napaam,
Tezpur","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,44577,56762
"School of
Engineering, Tezpur
University, Napaam,
Tezpur","Electrical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,59765,72639
"School of
Engineering, Tezpur
University, Napaam,
Tezpur","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,62983,69923
"School of
Engineering, Tezpur
University, Napaam,
Tezpur","Food Engineering and
Technology (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,61553,109043
"School of
Engineering, Tezpur
University, Napaam,
Tezpur","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,69214,81609
"School of Planning &
Architecture, Bhopal","Architecture (5 Years,
Bachelor of
Architecture)",AI,OPEN,Gender-Neutral,59,754
"School of Planning &
Architecture, Bhopal","Planning (4 Years,
Bachelor of Planning)",AI,OPEN,Gender-Neutral,109,1093
"School of Planning &
Architecture, New
Delhi","Architecture (5 Years,
Bachelor of
Architecture)",AI,OPEN,Gender-Neutral,3,238
"School of Planning &
Architecture, New
Delhi","Planning (4 Years,
Bachelor of Planning)",AI,OPEN,Gender-Neutral,57,435
"School of Planning &
Architecture:
Vijayawada","Architecture (5 Years,
Bachelor of
Architecture)",AI,OPEN,Gender-Neutral,60,798
"School of Planning &
Architecture:
Vijayawada","Planning (4 Years,
Bachelor of Planning)",AI,OPEN,Gender-Neutral,226,1039
"Shri Mata Vaishno
Devi University,
Katra, Jammu &
Kashmir","Architecture (5 Years,
Bachelor of
Architecture)",AI,OPEN,Gender-Neutral,1780,1857
"University of
Hyderabad","Computer Science and
Engineering (5 Years,
Bachelor and Master of
Technology (Dual
Degree))",AI,OPEN,Gender-Neutral,15170,33350
"University of
Hyderabad","Materials Engineering (5
Years, Integrated Master
of Technology)",AI,OPEN,Gender-Neutral,47922,67449
"Punjab Engineering
College, Chandigarh","Aerospace Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,23988,49123
"Punjab Engineering
College, Chandigarh","Aerospace Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,18381,30665
"Punjab Engineering
College, Chandigarh","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,38672,80056
"Punjab Engineering
College, Chandigarh","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,33309,51670
"Punjab Engineering
College, Chandigarh","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,5942,17512
"Punjab Engineering
College, Chandigarh","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,3809,10498
"Punjab Engineering
College, Chandigarh","Computer Science
Engineering (Artificial
Intelligence) (4 Years, B.
Tech / B. Tech (Hons.))",HS,OPEN,Gender-Neutral,12134,18408
"Punjab Engineering
College, Chandigarh","Computer Science
Engineering (Artificial
Intelligence) (4 Years, B.
Tech / B. Tech (Hons.))",OS,OPEN,Gender-Neutral,7865,11603
"Punjab Engineering
College, Chandigarh","Computer Science
Engineering (Data
Science) (4 Years, B.
Tech / B. Tech (Hons.))",HS,OPEN,Gender-Neutral,18527,21573
"Punjab Engineering
College, Chandigarh","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,31093,54239
"Punjab Engineering
College, Chandigarh","Production and
Industrial Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,43358,68080
"Punjab Engineering
College, Chandigarh","Production and
Industrial Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,44682,48373
"Jawaharlal Nehru
University, Delhi","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,9716,27936
"Jawaharlal Nehru
University, Delhi","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,28151,35486
"International
Institute of
Information
Technology,
Bhubaneswar","Computer Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,30873,33451
"International
Institute of
Information
Technology,
Bhubaneswar","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,17692,31001
"International
Institute of
Information
Technology,
Bhubaneswar","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,33820,41584
"International
Institute of
Information
Technology,
Bhubaneswar","Electronics and
Telecommunication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,35866,39955
"Puducherry
Technological
University,
Puducherry","Mechatronics
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,47030,60203
"Puducherry
Technological
University,
Puducherry","Mechatronics
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,258325,298097
"Ghani Khan
Choudhary Institute
of Engineering and
Technology, Malda,
West Bengal","Civil and Environmental
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,119059,372966
"Ghani Khan
Choudhary Institute
of Engineering and
Technology, Malda,
West Bengal","Civil and Environmental
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,65242,96049
"Ghani Khan
Choudhary Institute
of Engineering and
Technology, Malda,
West Bengal","Computer Science
Engineering (Artificial
lntelligence and
Machine Learning) (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,94996,148356
"Ghani Khan
Choudhary Institute
of Engineering and
Technology, Malda,
West Bengal","Computer Science
Engineering (Artificial
lntelligence and
Machine Learning) (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,43934,54826
"Ghani Khan
Choudhary Institute
of Engineering and
Technology, Malda,
West Bengal","Electrical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,157168,292228
"Ghani Khan
Choudhary Institute
of Engineering and
Technology, Malda,
West Bengal","Electrical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,65050,82676
"North Eastern
Regional Institute of
Science and
Technology, Nirjuli-
791109
(Itanagar),Arunachal
Pradesh","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,65512,65512
"Indian Institute of
Handloom
Technology(IIHT),
Varanasi","Handloom and Textile
Technology (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,58882,102843
"Chhattisgarh Swami
Vivekanada Technical
University, Bhilai
(CSVTU Bhilai)","Civil Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,80755,97484
"Chhattisgarh Swami
Vivekanada Technical
University, Bhilai
(CSVTU Bhilai)","Computer Science
Engineering (Artificial
Intelligence) (4 Years, B.
Tech / B. Tech (Hons.))",AI,OPEN,Gender-Neutral,18805,62904
"Chhattisgarh Swami
Vivekanada Technical
University, Bhilai
(CSVTU Bhilai)","Computer Science
Engineering (Data
Science) (4 Years, B.
Tech / B. Tech (Hons.))",AI,OPEN,Gender-Neutral,52422,65702
"Institute of Chemical
Technology, Mumbai:
Indian Oil Odisha
Campus,
Bhubaneswar","Chemical Engineering (5
Years, Integrated
Masters in Technology)",AI,OPEN,Gender-Neutral,28446,56446
"Institute of Chemical
Technology, Mumbai:
Indian Oil Odisha
Campus,
Bhubaneswar","Chemical Engineering (5
Years, Integrated
Masters in Technology)",HS,OPEN,Gender-Neutral,64392,76973
"North-Eastern Hill
University, Shillong","Biomedical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,63911,94373
"Birla Institute of
Technology, Deoghar
Off-Campus","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",61976,93450
"Birla Institute of
Technology, Deoghar
Off-Campus","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,50942,58085
"Birla Institute of
Technology, Deoghar
Off-Campus","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",62816,64024
"Birla Institute of
Technology, Deoghar
Off-Campus","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,70579,120113
"Birla Institute of
Technology, Deoghar
Off-Campus","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",122457,122457
"Birla Institute of
Technology, Deoghar
Off-Campus","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,51183,60736
"Birla Institute of
Technology, Deoghar
Off-Campus","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",51280,65927
"Birla Institute of
Technology, Deoghar
Off-Campus","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,102962,121375
"Birla Institute of
Technology, Deoghar
Off-Campus","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",101967,122144
"Birla Institute of
Technology, Deoghar
Off-Campus","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,63517,68851
"Birla Institute of
Technology, Deoghar
Off-Campus","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",68585,73040
"Birla Institute of
Technology, Deoghar
Off-Campus","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,87367,121367
"Birla Institute of
Technology, Deoghar
Off-Campus","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",122820,122820
"Birla Institute of
Technology, Patna
Off-Campus","Artificial Intelligence and
Machine Learning (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,40482,50586
"Birla Institute of
Technology, Patna
Off-Campus","Artificial Intelligence and
Machine Learning (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",42581,49902
"Birla Institute of
Technology, Patna
Off-Campus","Artificial Intelligence and
Machine Learning (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,52299,70616
"Birla Institute of
Technology, Patna
Off-Campus","Artificial Intelligence and
Machine Learning (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",67662,80565
"Birla Institute of
Technology, Patna
Off-Campus","Civil Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,47109,73960
"Birla Institute of
Technology, Patna
Off-Campus","Civil Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",60046,73723
"Birla Institute of
Technology, Patna
Off-Campus","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,93990,108249
"Birla Institute of
Technology, Patna
Off-Campus","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",89801,105566
"Birla Institute of
Technology, Patna
Off-Campus","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,28630,45956
"Birla Institute of
Technology, Patna
Off-Campus","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",45659,48437
"Birla Institute of
Technology, Patna
Off-Campus","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,46620,61818
"Birla Institute of
Technology, Patna
Off-Campus","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",63823,72038
"Birla Institute of
Technology, Patna
Off-Campus","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,57312,61655
"Birla Institute of
Technology, Patna
Off-Campus","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",60252,63125
"Birla Institute of
Technology, Patna
Off-Campus","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,63936,92622
"Birla Institute of
Technology, Patna
Off-Campus","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",86322,91840
"Birla Institute of
Technology, Patna
Off-Campus","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,44807,56509
"Birla Institute of
Technology, Patna
Off-Campus","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",53408,58096
"Birla Institute of
Technology, Patna
Off-Campus","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,64972,84176
"Birla Institute of
Technology, Patna
Off-Campus","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",77418,83253
"Birla Institute of
Technology, Patna
Off-Campus","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,55880,68874
"Birla Institute of
Technology, Patna
Off-Campus","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",73325,74275
"Birla Institute of
Technology, Patna
Off-Campus","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,70794,105046
